Model,result,ic3_k,ic3_total_time,ic3_frame_sizes,ic3_solver,ic3_add_sml,ic3_extra_sml,ic3_extra_time_c,ic3_extra_time_c_n1,ic3_extra_time_F,ic3_assert_time,ic3_check_sat_time,ic3_get_unsat_core_time,get_value_time,f_sml,f_reuse_sml,sml_ind_length,sml_ind_mem,sml_init_length,sml_init_mem,i_sml,i_reuse_sml,ic3_extra_time_n0,max_size
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/ILLINOIS_2_e1_834_e7_3738,invalid,0,0.017,,2,0,0,0,0,0,0.001,0.007,0,0.001,0,0,0,0,0,0,0,0,0,41288
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_2_e8_1118_e7_1043,valid,2,9.106,1,10,0,0,0,0,0,0.003,9.086,0,0.001,0,0,0,0.021,0,0.021,1,0,0,54768
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/ILLINOIS_2_e2_2367_e7_2728,invalid,0,0.018,,2,0,0,0,0,0,0,0.007,0,0.001,0,0,0,0,0,0,0,0,0,41204
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_123_e2_1653,invalid,0,0.019,,2,0,0,0,0,0,0.001,0.01,0,0.001,0,0,0,0,0,0,0,0,0,31768
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_123_e7_837_e7_1262,valid,2,89.842,3,33,0,0,0,0,0,0.01,89.798,0.001,0.002,0,0,0,0.021,1,3.139,11,1,0,95220
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/MESI_i4_e4_1689,invalid,2,73.423,4 2,61,0,0,0.016,0.001,0,0.024,73.307,0.001,0.012,9,8,1,3.896,1,3.009,21,2,0.003,107884
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/ILLINOIS_3,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_123_e8_953_e3_271,invalid,1,0.06,0,8,0,0,0,0,0,0.002,0.036,0,0.002,0,0,0,0.021,0,0.021,0,0,0,33684
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/MESI_i3_e1_447_e1_1292,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_3_e1_1416_e7_193,invalid,0,0.011,,2,0,0,0,0,0,0.001,0.003,0,0,0,0,0,0,0,0,0,0,0,30440
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/ILLINOIS_2_e2_2367_e1_3182,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/MESI_i1_e4_1986_e1_1519,invalid,1,235.32,0,17,0,0,0,0,0,0.004,235.289,0,0.003,0,0,0,0.021,0,0.021,3,0,0,151436
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_3_e8_1329_e3_421,invalid,1,0.178,0,17,0,0,0,0,0,0.005,0.146,0,0.003,0,0,0,0.021,0,0.021,3,0,0,37604
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_5_e2_1525,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/MESI_3_e1_2517_e8_2163,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/MOESI_2_e8_101,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/MESI_i1_e2_2656,invalid,0,0.012,,2,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,31880
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_2,valid,2,6.882,1,14,0,0,0,0,0,0.003,6.86,0,0.001,0,0,0,0.021,0,0.021,3,0,0,56800
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/ILLINOIS_3_e3_2581_e4_958,invalid,0,0.013,,1,0,0,0,0,0,0,0.002,0,0.001,0,0,0,0,0,0,0,0,0,43240
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_123,valid,2,55.02,3,33,0,0,0,0,0,0.01,54.976,0.001,0.002,0,0,0,0.021,1,3.201,11,1,0,76568
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/ILLINOIS_2_e2_2367_e2_1561,invalid,0,0.019,,2,0,0,0,0,0,0.001,0.007,0,0.001,0,0,0,0,0,0,0,0,0,40940
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/MOESI_2_e3_929_e3_2294,invalid,1,71.683,0,17,0,0,0,0,0,0.005,71.646,0,0.003,0,0,0,0.021,0,0.021,3,0,0,99824
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/MESI_i3,invalid,0,0.011,,2,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,31104
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/Gas,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_1,valid,4,0.095,2 1 0,111,0,0,0,0,0,0.023,0.03,0,0.005,21,1,2,4.581,1,2.646,49,7,0.002,34116
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_6_e1_152_e1_391,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/PRODUCER_CONSUMER_all,valid,2,0.048,2,23,0,0,0,0,0,0.007,0.016,0,0.002,0,0,0,0.021,2,4.007,7,0,0,33440
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_4_e8_118,valid,3,0.051,2 1,54,0,0,0,0,0,0.011,0.012,0,0.003,6,0,1,2.763,1,2.553,20,2,0.001,33072
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_4_e3_57_e6_784,valid,3,0.053,2 1,56,0,0,0,0,0,0.012,0.012,0,0.003,7,0,1,3.216,1,2.449,21,2,0.001,33308
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/PRODUCER_CONSUMER_vt_e2_1352,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_all_e3_1068_e4_275,valid,3,0.113,4 3,80,0,0,0,0,0,0.028,0.03,0.001,0.006,10,0,1,3.225,1,2.787,27,3,0.001,33732
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/speed2_e7_223_e8_329,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/hysteresis_all,valid,3,0.156,9 7,138,0,0,0.002,0.009,0.002,0.038,0.049,0.001,0.01,33,7,8,7.896,1,2.959,58,5,0.001,35396
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/fast_2_e8_976,valid,3,0.176,3 1,171,0,0,0,0,0,0.056,0.012,0.001,0.019,26,1,2,11.425,4,13.993,90,23,0,33624
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_4_e3_1091_e4_232,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_3_e8_33_e7_220,valid,3,0.053,2 1,47,0,0,0,0,0,0.01,0.016,0,0.003,7,0,2,3.276,0,0.021,14,0,0,33412
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_4_e2_968_e1_956,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_4,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_6_e3_294_e3_47,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_4_e2_968_e7_860,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_6_e3_294_e5_979,invalid,3,1.128,12 2 0,371,0,0.001,0.296,0.03,0.005,0.153,0.411,0.002,0.062,201,167,18,15.376,1,4.569,236,8,0.013,71112
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/PRODUCER_CONSUMER_vt,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_all_e8_856_e3_180,invalid,0,0.009,,2,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,29420
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_2_e3_112,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_1_e1_846_e1_1317,valid,4,293.541,13 11 6,1119,0,0.004,0.081,0.278,0.148,0.489,291.883,0.006,0.194,406,55,29,56.668,1,6.85,566,34,0.022,772560
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_2_e1_1116_e1_556,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_3,valid,3,0.059,2 1,56,0,0,0,0,0,0.012,0.018,0,0.003,8,0,2,3.867,1,2.852,19,0,0.001,33136
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_4_e1_917,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_4,valid,3,0.052,2 1,56,0,0,0,0,0,0.011,0.012,0,0.003,7,0,1,3.213,1,2.448,21,2,0.001,33184
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_6_e3_294_e1_956,invalid,2,0.569,11 2,207,0,0.001,0.151,0.001,0,0.084,0.178,0.002,0.029,119,105,10,10.174,1,4.331,140,12,0.015,59340
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_2_e2_704_e3_76,invalid,2,164.916,34 14,1323,0,0.032,14.085,0.15,0.007,0.726,148.416,0.008,0.344,854,688,25,51.322,1,8.683,963,21,0.166,849632
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_3_e3_1275_e6_1315,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_1_e1_846_e3_1060,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_all_e2_142,valid,3,0.118,4 3,80,0,0,0,0,0,0.027,0.031,0.001,0.006,10,0,1,3.225,1,2.787,27,3,0.001,33832
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/hysteresis_1,valid,2,0.008,0,4,0,0,0,0,0,0.001,0.002,0,0,0,0,0,0.021,0,0.021,0,0,0,30084
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_1_e7_1255_e7_12,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_3_e3_1275_e5_846,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/fast_1_e8_747_e8_1041,valid,3,0.088,2 1,81,0,0,0,0,0,0.025,0.006,0.001,0.01,11,1,2,9.007,3,9.789,38,9,0,33356
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/cd,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_4_e3_1091_e1_1044,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/PRODUCER_CONSUMER_3,valid,2,0.038,1,12,0,0,0,0,0,0.004,0.016,0,0.001,0,0,0,0.021,0,0.021,2,0,0,32316
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_1_e2_1102_e3_961,valid,4,92.721,10 7 5,938,0,0.003,0.028,0.137,0.029,0.384,91.628,0.005,0.132,341,46,19,39.871,1,6.623,471,33,0.011,478320
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/speed_e8_649,valid,2,0.009,0,4,0,0,0,0,0,0.001,0.001,0,0,0,0,0,0.021,0,0.021,0,0,0,29740
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_all_e7_188_e7_743,valid,3,0.186,7 5,129,0,0,0,0,0,0.039,0.067,0.001,0.011,18,0,3,4.847,1,3.248,50,5,0.001,37752
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_6_e2_589_e3_349,invalid,2,0.22,11 2,180,0,0,0.013,0,0,0.063,0.037,0.002,0.023,92,78,9,8.444,1,3.872,112,11,0.003,33772
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_4_e2_968_e6_236,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_4_e2_968,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_1_e8_725_e3_556,valid,3,0.131,1 0,113,0,0,0,0,0,0.032,0.059,0,0.004,0,0,0,0.021,1,4.802,49,1,0,48836
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_1_e2_627,valid,4,289.991,22 20 15,1050,0,0.039,0.116,0.295,0.12,5.93,261.529,0.015,1.648,379,54,23,45.829,1,6.962,527,31,0.013,665184
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_all_e1_618_e3_303,invalid,1,0.072,3,41,0,0,0,0,0,0.016,0.014,0.001,0.004,0,0,0,0.021,1,3.029,14,3,0.001,33604
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/fast_2_e8_460_e7_43,invalid,0,0.016,,2,0,0,0,0,0,0.001,0.001,0,0.001,0,0,0,0,0,0,0,0,0,29700
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_3_e7_626_e1_305,invalid,1,0.022,0,8,0,0,0,0,0,0.002,0.003,0,0.002,0,0,0,0.021,0,0.021,0,0,0,32792
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_4_e5_1150,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_2_e1_190,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_3_e4_987_e3_291,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_3_e8_33,valid,3,0.058,2 1,56,0,0,0,0,0,0.011,0.019,0,0.003,8,0,2,3.276,1,2.836,19,0,0.001,33260
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_5_e7_244,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_6,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/PRODUCER_CONSUMMER_luke_2_e7_1068_e8_1019,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_all_e3_1068_e2_13,invalid,0,0.009,,2,0,0,0,0,0,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,29460
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_4_e2_968_e3_931,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_2,valid,3,0.06,2 1,52,0,0,0,0,0,0.011,0.022,0,0.003,7,0,1,2.771,1,2.679,19,2,0.001,33496
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_4_e3_57,invalid,0,0.009,,2,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,29420
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_2_e1_1116_e3_287,invalid,2,154.894,32 11,1311,0,0.029,12.3,0.213,0.006,0.703,140.203,0.009,0.364,851,659,28,53.255,1,8.291,943,18,0.093,930268
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_6_e1_152,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/fast_2_e8_460_e8_1920,valid,3,0.128,1 0,111,0,0,0,0,0,0.036,0.008,0.001,0.015,0,0,0,0.021,4,13.959,54,13,0,33524
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_2_e7_1027_e1_1047,valid,3,0.07,3 2,51,0,0,0,0,0,0.012,0.027,0,0.004,8,0,3,4.534,1,2.846,15,0,0,34152
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/hysteresis_2,valid,3,0.071,4 3,66,0,0,0,0.001,0,0.017,0.022,0,0.004,14,4,3,3.941,1,2.408,25,1,0,33860
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_2_e8_491_e7_826,valid,3,0.056,2 1,44,0,0,0,0,0,0.011,0.019,0,0.003,6,0,1,2.776,1,2.619,14,1,0,33520
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/PRODUCER_CONSUMER_2,valid,2,0.026,1,14,0,0,0,0,0,0.003,0.004,0,0.001,0,0,0,0.021,2,3.123,4,0,0,31976
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_2_e1_1116_e7_1440,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/speed_e7_207_e7_538,valid,2,0.009,0,4,0,0,0,0,0,0.001,0.002,0,0,0,0,0,0.021,0,0.021,0,0,0,29976
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_3_e8_33_e2_1010,valid,2,0.023,1,13,0,0,0,0,0,0.003,0.003,0,0.001,0,0,0,0.021,1,2.583,3,0,0,33592
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/PRODUCER_CONSUMMER_luke_1,invalid,0,0.01,,2,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,30800
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/cd_e7_621_e7_669,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_4_e7_592_e3_442,invalid,0,0.009,,2,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,29444
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_all_e8_856_e2_585,valid,3,0.103,3 2,88,0,0,0,0,0,0.025,0.031,0.001,0.005,11,0,1,3.718,1,2.874,35,5,0.001,33976
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/speed_e8_649_e7_709,valid,2,0.009,0,4,0,0,0,0,0,0.001,0.001,0,0,0,0,0,0.021,0,0.021,0,0,0,29876
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_2_e1_1116_e2_617,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_all_e3_1068_e3_163,invalid,0,0.009,,2,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,30372
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/fast_2_e7_2526,invalid,0,0.015,,2,0,0,0,0,0,0.001,0.001,0,0.001,0,0,0,0,0,0,0,0,0,29452
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_3_e3_1275_e3_640,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_3_e4_987,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_3_e3_1275,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_3_e1_586,invalid,1,0.023,0,8,0,0,0,0,0,0.002,0.003,0,0.002,0,0,0,0.021,0,0.021,0,0,0,32676
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_3_e4_987_e1_1115,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/hysteresis_3,valid,3,0.067,4 3,70,0,0,0,0.002,0,0.015,0.017,0,0.005,16,2,5,5.825,1,2.494,26,1,0,33228
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_3_e3_1275_e4_164,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_3_e3_1275_e1_1350,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
